filmtv_id,title,year,genre,duration,country,director,actors,avg_vote,votes,description,notes
1866,"Run, Cougar, Run",1977,Adventure,100,United States,Jerome Courtland,"Stuart Whitman, Alfonso Arau, Harry Grey jr.",8,2,,
1868,Corri uomo corri,1968,Western,116,Italy,Sergio Sollima,"Tomas Milian, Donald O'Brien, Chelo Alonso, John Ireland",6.6,32,,
1870,Shock Corridor,1963,Drama,101,United States,Samuel Fuller,"Peter Breck, Constance Towers, Gene Evans, James Best, Hari Rhodes, Larry Tucker, Paul Dubov, Chuck Roberson, Neyle Morrow, John Matthews, Bill Zuckert, John Craig, Philip Ahn, Frank Gerstle, Rachel Romen",8.4,82,,
1871,Diplomatic Courier,1952,Spy,100,United States,Henry Hathaway,"Tyrone Power, Patricia Neal, Hildegarde Neff, Stephen McNally",7.4,12,,
1872,Comrade X,1940,Comedy,89,United States,King Vidor,"Clark Gable, Hedy Lamarr, Oscar Homolka",7.9,5,,
1873,Corsa di primavera,1989,Comedy,105,Italy,Giacomo Campiotti,"Alessandro Borelli, Roberto Citran, Giusy Cataldo, Massimo Filiberti, Ernesto Giorgetti",5.9,6,,
1874,Cannonball Run,1981,Comedy,95,United States,Hal Needham,"Burt Reynolds, Roger Moore, Dean Martin, Sammy Davis jr.",5.5,26,,
1875,The Cannonball Run 2,1984,Comedy,108,United States,Hal Needham,"Burt Reynolds, Dom DeLuise, Dean Martin, Frank Sinatra",3.9,8,,
1877,Speed Zone!,1989,Comedy,93,United States,Jim Drake,"John Candy, Donna Dixon, Tim Matheson, Matt Frewer, Joe Flaherty",5,4,,
1878,International Velvet,1978,Comedy,125,Great Britain,Bryan Forbes,"Tatum O'Neal, Nanette Newman, Anthony Hopkins, Christopher Plummer",6,5,,
1880,The Crimson Pirate,1952,Adventure,104,United States,Robert Siodmak,"Burt Lancaster, Nick Cravat, Eva Bartok, Christopher Lee, Torin Thatcher",8,51,,
1881,Il corsaro della Mezzaluna,1957,Adventure,91,Italy,Giuseppe Maria Scotese,"John Derek, Gianna Maria Canale, Alberto Farnese",3.8,5,,
1882,Il Corsaro Nero,1976,Adventure,125,Italy,Sergio Sollima,"Kabir Bedi, Carole André, Mel Ferrer, Tony Renis, Dagmar Lassander",6.2,30,,
1883,The Court-Martial of George Armstrong Custer,1977,Drama,114,United States,Glenn Jordan,"Brian Keith, Ken Howard, Stephen Elliott",6,2,,
1884,Susan Lennox,1931,Romantic,84,United States,Robert Z. Leonard,"Greta Garbo, Clark Gable",7.1,8,,
1885,Short Circuit,1986,Fantasy,99,United States,John Badham,"Ally Sheedy, Steve Guttenberg, Fisher Stevens, Austin Pendleton, G. W. Bailey, Penny Santon, Vernon Weddle",7,98,,
1886,Short Circuit 2,1988,Comedy,109,United States,Kenneth Johnson,"Michael McKean, Fisher Stevens, Cynthia Gibb, Jack Weston",5.7,37,,
1888,The Krays,1990,Drama,119,Great Britain,Peter Medak,"Martin Kemp, Gary Kemp, Billie Whitelaw",7,20,,
1889,Jeremiah Johnson,1972,Western,110,United States,Sydney Pollack,"Robert Redford, Will Geer, Allyn Ann McLerie, Delle Bolton",8.4,197,,
1890,Cosa avete fatto a Solange?,1972,Thriller,107,"Italy, Germany",Massimo Dallamano,"Fabio Testi, Christine Galbo, Karin Baal, Joachim Fuchsberger",6.6,47,,
1891,La cosa buffa,1972,Comedy,108,Italy,Aldo Lado,"Gianni Morandi, Ottavia Piccolo, Angela Goodwin, Fabio Garriba",6,24,,
1892,The Thing from Another World,1951,Fantasy,83,United States,"Christian Nyby, Howard Hawks","Kenneth Tobey, Margaret Sheridan, Robert Cornthwaite",7.6,127,,
1893,La Grieta,1990,Horror,82,"Spain, United States",Juan Piquer Simón,"Jack Scalia, R. Lee Ermey, Ray Wise, Deborah Adair",5.7,7,,
1894,La cosa,1990,Documentary,59,Italy,Nanni Moretti,,7,27,,
1895,Things Change,1988,Comedy,101,United States,David Mamet,"Don Ameche, Joe Mantegna, Robert Prosky, J. J. Johnson",6.9,15,,
1896,Cose di Cosa Nostra,1971,Comedy,89,Italy,Steno,"Carlo Giuffrè, Vittorio De Sica, Pamela Tiffin, Jean-Claude Brialy",4.3,11,,
1897,Just the Way You Are,1984,Comedy,95,United States,Edouard Molinaro,"Kristy McNichol, Michael Ontkean",6,1,,
1898,Così come sei,1978,Romantic,109,Italy,Alberto Lattuada,"Marcello Mastroianni, Nastassja Kinski, Francisco Rabal, Barbara De Rossi",5.6,13,,
1899,That's Life,1986,Comedy,102,United States,Blake Edwards,"Jack Lemmon, Julie Andrews, Jennifer Edwards, Sally Kellerman",7.2,37,,
1900,Deep in My Heart,1954,Musical,132,United States,Stanley Donen,"José Ferrer, Merle Oberon, Gene Kelly, Cyd Charisse, Paul Henreid",7,4,,
1901,Costantino il grande,1961,History,93,Italy,Lionello De Felice,"Cornel Wilde, Belinda Lee, Massimo Serato, Fausto Tozzi",4.9,7,,
1902,La costanza della ragione,1964,Drama,120,Italy,Pasquale Festa Campanile,"Catherine Deneuve, Sami Frey, Enrico Maria Salerno, Andrea Checchi",4.7,12,,
1903,Adam's Rib,1949,Comedy,101,United States,George Cukor,"Spencer Tracy, Katharine Hepburn, Tom Ewell, Jean Hagen",8,92,,
1904,Forced to Kill,1993,Action,90,United States,Russell Solberg,"Corey Michael Eubanks, Michael Ironside, Rance Howard",2,1,,
1905,Will Penny,1968,Western,104,United States,Tom Gries,"Charlton Heston, Bruce Dern, Donald Pleasence, Joan Hackett",7.9,32,,
1906,The Cotton Club,1984,Gangster,128,United States,Francis Ford Coppola,"Richard Gere, Diane Lane, Bob Hoskins, James Remar, Gregory Hines, Lonette McKee, Nicolas Cage, Allen Garfield, Fred Gwynne, Gwen Verdon, Lisa Jane Persky, Maurice Hines, Julian Beck, Novella Nelson, Laurence Fishburne",7.4,87,,
1907,Country,1984,Adventure,109,United States,Richard Pearce,"Jessica Lange, Sam Shepard, Wilford Brimley, Matt Clark",6.9,21,,
1908,Moonfleet,1955,Adventure,83,United States,Fritz Lang,"Stewart Granger, George Sanders, Viveca Lindfors",7.7,47,,
1909,Cowboy,1958,Western,92,United States,Delmer Daves,"Glenn Ford, Jack Lemmon, Anna Kashfi, Brian Donlevy",7.4,30,,
1910,The Parent Trap,1961,Comedy,129,United States,David Swift,"Maureen O'Hara, Hayley Mills, Brian Keith, Charles Ruggles",6.8,40,,
1911,The Cowboys,1972,Western,128,United States,Mark Rydell,"John Wayne, Roscoe Lee Browne, Bruce Dern, Slim Pickens, Colleen Dewhurst",6.1,36,,
1912,Crack,1991,Drama,85,Italy,Giulio Base,"Giulio Base, Antonella Ponziani, Gian Marco Tognazzi, Franco Bertini",7,3,,
1913,Cracker Factory,1979,Drama,95,United States,Burt Brinckerhoff,"Natalie Wood, Peter Haskell, Shelley Long",6,1,,
1916,Crazy Joe,1973,Drama,100,Italy,Carlo Lizzani,"Peter Boyle, Fred Williamson",8,2,,
1917,Crazy Love,1986,Drama,88,Belgium,Dominique Deruddere,"Josse De Pauw, Michael Pas, Gene Bervoets",6.8,5,,
1918,Crazy Times,1981,Comedy,120,United States,Lee Philips,"Michael Paré, David Caruso, Ray Liotta",6,1,,
1920,Tout va bien,1972,Drama,95,France,"Jean-Luc Godard, Jean-Pierre Gorin","Yves Montand, Jane Fonda, Vittorio Caprioli, Cyrille Spiga",5.8,29,,
1921,Crimen,1960,Comedy,108,Italy,Mario Camerini,"Alberto Sordi, Vittorio Gassman, Nino Manfredi, Silvana Mangano, Bernard Blier, Dorian Gray",7.2,43,,
1923,Ho!,1968,Action,106,"France, Italy",Robert Enrico,"Jean-Paul Belmondo, Joanna Shimkus, Raymond Bussières",7.3,9,,
1924,Disorganized Crime,1989,Comedy,101,United States,Jim Kouf,"Hoyt Axton, Rubén Blades, Lou Diamond Phillips, Fred Gwynne",4,1,,
1925,Crimes of the Heart,1986,Romantic,106,United States,Bruce Beresford,"Diane Keaton, Jessica Lange, Sissy Spacek, Tess Harper",6.3,21,,
1926,Crimes and Misdemeanors,1989,Comedy,106,United States,Woody Allen,"Martin Landau, Woody Allen, Mia Farrow, Anjelica Huston",8.4,255,,
1928,La cripta e l'incubo,1964,Horror,84,Italy,Thomas Miller (Camillo Mastrocinque),"Christopher Lee, Adriana Ambessi, Pier Ana Quaglia, José Campos",6,28,,
1929,Il Cristo proibito,1950,Drama,95,Italy,Curzio Malaparte,"Raf Vallone, Elena Varzi, Gino Cervi, Rina Morelli",6.6,15,,
1930,Christopher Columbus,1949,Adventure,104,Great Britain,David McDonald,"Fredric March, Florence Eldridge, Francis L. Sullivan, Linden Travers",5.2,11,,
1931,Christopher Columbus: The Discovery,1992,Adventure,120,United States,John Glen,"Marlon Brando, Tom Selleck, Georges Corraface, Rachel Ward",4.5,7,,
1932,The Fugitive,1947,Drama,104,United States,John Ford,"Henry Fonda, Dolores Del Rio, Pedro Armendariz, Ward Bond",5.9,26,,
1933,The Last Voyage,1960,Action,87,United States,Andrew L. Stone,"Robert Stack, Dorothy Malone, George Sanders, Edmond O'Brien",6.5,2,,
1934,Luxury Liner,1948,Musical,98,United States,Richard Whorf,"Jane Powell, George Brent, Xavier Cugat",6.8,3,,
1935,Chronik der Anna Magdalena Bach,1967,Biography,94,Germany,"Jean-Marie Straub, Danièle Huillet","Gustav Leonhardt, Christiane Lang, Paolo Carlini",7.8,12,,
1936,Cronaca nera,1991,Thriller,90,Italy,Faliero Rosati,"Clayton Norcross, Maria Gioia Scola, Duilio Del Prete, Renato Scarpa",2.5,2,,
1937,Cronache di poveri amanti,1953,Drama,115,Italy,Carlo Lizzani,"Anna Maria Ferrero, Marcello Mastroianni, Antonella Lualdi, Cosetta Greco",7.1,44,,
1938,La cuccagna,1962,Comedy,95,Italy,Luciano Salce,"Donatella Turri, Luigi Tenco, Umberto D'Orsi, Liù Bosisio, Anna Baj",6.7,33,,
1940,Cousins,1989,Comedy,110,United States,Joel Schumacher,"Ted Danson, Isabella Rossellini, Sean Young, William Petersen, Lloyd Bridges",5.2,8,,
1941,Il cugino americano,1985,Crime,120,Italy,Giacomo Battiato,"Brad Davis, Tony Lo Bianco, Vincent Spano, Barbara De Rossi, Arnoldo Foà",4.3,3,,
1943,"The Cook, the Thief, his Wife and her Lover",1989,Drama,120,Great Britain,Peter Greenaway,"Richard Bohringer, Helen Mirren, Michael Gambon, Alan Howard, Tim Roth, Ciarán Hinds, Gary Olsen, Ewan Stewart, Roger Ashton-Griffiths, Ron Cook, Liz Smith, Emer Gillespie, Janet Henfrey",7.9,94,,
1944,Heart of Steel,1983,Drama,120,United States,Donald Wrye,"Peter Strauss, Pamela Reed",6,1,,
1945,Heart of Dixie,1989,Comedy,95,United States,Martin Davidson,"Ally Sheedy, Virginia Madsen, Phoebe Cates, Treat Williams",6.3,4,,
1946,Cuore di mamma,1987,Drama,97,Italy,Gioia Benelli,"Ingrid Thulin, Massimo Girotti, Lea Padovani, Gianni Santuccio, Massimo Bonucci, Nanni Garella",7,2,,
1947,Il cuore di Pulcinella,1992,Biography,75,"Italy, Russia",Leonid e Larissa Alekseychuk,Leonid Yakobson e la sua compagnia di ballo,8,1,,
1948,Cuori infranti,1963,Comedy,108,Italy,"Vittorio Caprioli, Gianni Puccini","Nino Manfredi, Franca Valeri, Paola Quattrini",6.2,6,,
1949,Desert Hearts,1985,Romantic,90,United States,Donna Deitch,"Helen Shaver, Patricia Charbonneau, Audra Lindley, Andra Akers",6.9,16,,
1950,Cuori nella tormenta,1984,Comedy,103,Italy,Enrico Oldoini,"Carlo Verdone, Lello Arena, Marina Suma, Rossana Di Lorenzo",4.6,60,,
1952,Curiosity Kills,1990,Thriller,115,United States,Colin Bucksey,"C. Thomas Howell, Rae Dawn Chong, Courteney Cox",6,4,,
1953,Dangerous Curves,1988,Comedy,93,United States,David Lewis,"Tate Donovan, Grant Heslov, Danielle von Zerneck, Robert Stack, Robert Klein",4.4,5,,
1954,Can It Be Love,1992,Comedy,90,United States,Peter Maris,"Charles Klausmeyer, Richard Beaumont, Jennifer Langdon",4,1,,
1955,Legend of Custer,1968,Western,99,United States,Norman Foster,"Wayne Maunder, Slim Pickens",6,1,,
1956,Cyborg Cop,1992,Action,90,United States,Sam Firstenberg,"David Bradley, John Rhys-Davies, Alonna Shaw, Rufus Swart, Todd Jensen",7.3,7,,
1957,Cyrano de Bergerac,1990,Adventure,135,France,Jean-Paul Rappeneau,"Gérard Depardieu, Anne Brochet, Vincent Perez, Jacques Weber",8,73,,
1958,Cyrano contre D'Artagnan,1963,Adventure,133,"France, Italy, Spain",Abel Gance,"José Ferrer, Jean-Pierre Cassel, Sylva Koscina, Gabrielle Dorziat",4.4,6,,
1959,D. A. R. Y. L.,1985,Fantasy,96,United States,Simon Wincer,"Barret Oliver, Mary Beth Hurt, Michael McKean, Kathryn Walker, Colleen Camp",6.1,24,,
1960,Dna formula letale,1989,Horror,92,Italy,George Eastman (Luigi Montefiori),"Gene LeBrock, Catherine Baranov",4.3,7,,
1961,D.O.A,1988,Thriller,98,United States,"Rocky Morton, Annabel Jankel","Dennis Quaid, Meg Ryan, Daniel Stern, Charlotte Rampling",6.7,37,,
1962,Teacher's Pet,1958,Comedy,120,United States,George Seaton,"Clark Gable, Doris Day, Gig Young, Mamie Van Doren, Nick Adams",7.6,27,,
1963,2001: A Space Odyssey,1968,Fantasy,141,Great Britain,Stanley Kubrick,"Keir Dullea, Gary Lockwood, William Sylvester",9.1,986,,
1964,Da grande,1987,Comedy,99,Italy,Franco Amurri,"Renato Pozzetto, Giulia Boschi, Ottavia Piccolo, Alessandro Haber",7,123,,
1965,From Noon till Three,1976,Western,99,United States,Frank Gilroy,"Charles Bronson, Jill Ireland, Douglas Fowley",6.7,9,,
1966,Because You're Mine,1952,Comedy,90,United States,Alexander Hall,"Mario Lanza, Doretta Morrow, James Whitmore",5.5,3,,
1967,Since You Went Away,1944,Drama,145,United States,John Cromwell,"Claudette Colbert, Jennifer Jones, Joseph Cotten, Shirley Temple",6.6,11,,
1968,From Here to Eternity,1953,Drama,118,United States,Fred Zinnemann,"Burt Lancaster, Deborah Kerr, Montgomery Clift, Ernest Borgnine, Frank Sinatra, Donna Reed",7.5,92,,
1969,Da uomo a uomo,1967,Western,120,Italy,Giulio Petroni,"Lee Van Cleef, John Phillip Law, Anthony Dawson",7,32,,
1970,Dad,1989,Drama,117,United States,Gary David Goldberg,"Jack Lemmon, Olympia Dukakis, Ted Danson",4.9,15,,
1971,Daddy,1987,Drama,100,United States,John Hertzfeld,"Dermot Mulroney, Patricia Arquette, Tess Harper",8,2,,
1972,Daddy nostalgie,1990,Romantic,108,France,Bertrand Tavernier,"Jane Birkin, Dirk Bogarde, Odette Laure, Emmanuelle Bataille",7.5,22,,
1974,Dagli Appennini alle Ande,1959,Drama,95,"Italy, Argentina",Folco Quilici,"Marco Paoletti, Eleonora Rossi Drago, Fausto Tozzi, Guillermo Battaglia",5.8,8,,
1975,Le bon roi Dagobert,1984,Comedy,110,"Italy, France",Dino Risi,"Coluche, Ugo Tognazzi, Michel Serrault, Carole Bouquet",5.7,14,,
1976,Superdad,1973,Comedy,100,United States,Vincent McEveety,"Bob Crane, Barbara Rush, Kurt Russell, Joe Flynn",6,1,,
1977,Daisy Miller,1974,Drama,91,United States,Peter Bogdanovich,"Cybill Shepherd, Barry Brown, Duilio Del Prete",7.4,8,,
1978,Dakota,1945,Western,82,United States,Joseph Kane,"John Wayne, Vera Ralston, Walter Brennan",5.9,10,,
1979,The Blue Dahlia,1946,Thriller,96,United States,George Marshall,"Alan Ladd, Veronica Lake, William Bendix, Howard Da Silva",7.1,36,,
1980,Blind Vision,1991,Thriller,92,United States,Shuki Levy,"Lenny Von Dohlen, Deborah Shelton, Ned Beatty, Robert Vaughn",6,2,,
1981,Where the Heart Is,1990,Comedy,105,United States,John Boorman,"Dabney Coleman, Uma Thurman, Joanna Cassidy",7.8,4,,
1982,From the Terrace,1960,Drama,144,United States,Mark Robson,"Paul Newman, Joanne Woodward, Myrna Loy",6.7,18,,
1983,Dalle Ardenne all'inferno,1967,War,116,Italy,Alberto De Martino,"Frederick Stafford, John Ireland, Curd Jürgens, Adolfo Celi",4.8,14,,
1984,La dama bianca,1938,Comedy,82,Italy,Mario Mattòli,"Elsa Merlini, Nino Besozzi, Enrico Viarisio, Ada Cristina Almirante",5,3,,
1986,La damigella di Bard,1936,Drama,76,Italy,Mario Mattòli,"Emma Gramatica, Amalia Chellini, Armando Migliari",5,2,,
1987,Fast Forward,1984,Musical,108,United States,Sidney Poitier,"John Scott, Don Franklin, Tamara Mark, Tracy Silver, Cindy McGee",4,1,,
1988,Red Heat,1988,Action,103,United States,Walter Hill,"Arnold Schwarzenegger, James Belushi, Ed O'Ross, Peter Boyle",6.7,147,,
1991,Sergeant Rutledge,1960,Western,111,United States,John Ford,"Jeffrey Hunter, Constance Towers, Woody Strode, Billie Burke",7.1,52,,
1993,Elephant Boy,1937,Adventure,91,Great Britain,"Robert J. Flaherty, Zoltan Korda","W. E. Holloway, Sabu, Walter Hudd, Allan Jeayes, Bruce Gordon",7.5,6,,
1994,The Unfinished Dance,1947,Drama,101,United States,Henry Koster,"Margaret O'Brien, Cyd Charisse, Karin Booth, Esther Dale",4,1,,
1995,Darby O'Gill and the Little People,1958,Fantasy,90,"United States, Great Britain",Robert Stevenson,"Albert Sharpe, Janet Munro, Sean Connery, Jimmy O'Dea",7.6,23,,
1997,Darò un milione,1935,Comedy,79,Italy,Mario Camerini,"Vittorio De Sica, Assia Noris, Luigi Almirante, Franco Coop",7.3,22,,
1998,David,1988,Biography,100,United States,John Erman,"Bernadette Peters, John Glover, Matthew Laurance",6.7,4,,
2000,Dear America: Letters Home from Vietnam,1987,Documentary,86,United States,Bill Couturie,,7.7,4,,
2001,"Dekalog, jeden",1989,Drama,53,"Poland, Germany",Krzysztof Kieslowski,"Henryk Baranowski, Wojciech Klata, Maja Komorowska",8.6,113,,
2002,"Dekalog, dziesiec",1989,Drama,57,"Poland, Germany",Krzysztof Kieslowski,"Jerzy Stuhr, Zbigniew Zamachowski, Henryk Bista, Olaf Lubaszenko",7.9,47,,
2003,"Dekalog, dwa",1989,Drama,57,"Poland, Germany",Krzysztof Kieslowski,"Krystyna Janda, Aleksander Bardini, Olgierd Lukasiewicz",8.1,69,,
2004,"Dekalog, trzy",1989,Drama,58,"Poland, Germany",Krzysztof Kieslowski,"Maria Pakulnis, Daniel Olbrychski, Joanna Szczepkowska",7.7,65,,
2005,"Dekalog, cztery",1989,Drama,55,"Poland, Germany",Krzysztof Kieslowski,"Adrianna Biedrzynska, Janusz Gajos, Artur Barcis",8.4,59,,
2006,"Dekalog, piec",1989,Drama,59,"Poland, Germany",Krzysztof Kieslowski,"Miroslaw Baka, Krzysztof Globisz, Jan Tesarz",8.4,68,,
2007,"Dekalog, szesc",1989,Drama,58,"Poland, Germany",Krzysztof Kieslowski,"Grazyna Szapolowska, Olaf Lubaszenko, Stefania Iwinska",8.6,66,,
2008,"Dekalog, siedem",1989,Drama,57,"Poland, Germany",Krzysztof Kieslowski,"Anna Polony, Maja Barelkowska, Boguslaw Linda, Katarzyna Piwowarczyk",7.9,44,,
2009,"Dekalog, osiem",1989,Drama,56,"Poland, Germany",Krzysztof Kieslowski,"Maria Koscialkowska, Teresa Marczewska, Tadeusz Lomnicki",7.7,41,,
2010,"Dekalog, dziewiec",1989,Drama,58,"Poland, Germany",Krzysztof Kieslowski,"Ewa Blaszczyk, Piotr Machalica, Jan Jankowski",8,44,,
2011,Decameron,1971,Comedy,111,"Italy, France, Germany",Pier Paolo Pasolini,"Franco Citti, Ninetto Davoli, Angela Luce, Silvana Mangano",7.6,118,,
2012,A Fighting Choice,1986,Drama,120,United States,Ferdinand Fairfax,"Beau Bridges, Karen Valentine, Patrick Dempsey",6,1,,
2013,Le déclin de l'empire américain,1987,Drama,103,Canada,Denys Arcand,"Dominique Michel, Dorothée Berryman, Louise Portal",7.4,45,,
2014,The Big Street,1942,Romantic,88,United States,Irving Reis,"Henry Fonda, Lucille Ball",8,2,,
2015,Deep Blood - Sangue negli abissi,1989,Adventure,90,Italy,Joe D'Amato (Aristide Massaccesi),"Frank Baroni, Allen Cort, Keith Kelsch, James Camp, Tody Bernard",4,4,,
2017,Déja vu,1985,Horror,94,Great Britain,Anthony Richmond,"Jaclyn Smith, Nigel Terry, Shelley Winters",8,2,,
2018,I delfini,1960,Drama,110,Italy,Francesco Maselli,"Claudia Cardinale, Antonella Lualdi, Betsy Blair, Sergio Fantoni, Anna Maria Ferrero, Tomas Milian, Gérard Blain",7.1,27,,
2019,Green Dolphin Street,1947,Adventure,141,United States,Victor Saville,"Lana Turner, Van Heflin, Donna Reed",4.8,4,,
2020,Man against the Mob,1988,Crime,100,United States,Steven Hilliard Stern,"George Peppard, Richard Bradford, Ursula Andress",6,1,,
2021,Tales from the Darkside: the Movie,1989,Horror,100,United States,John Harrison,"Deborah Harry, David Forrester, Mattew Lawrence, Christian Slater, Robert Sedgwick, William Hickey, Steve Buscemi, Donald Van Horn, Michael Deak, Julianne Moore, George Guidall",6.9,28,,
2022,The Rosary Murders,1987,Thriller,99,United States,Fred Walton,"Donald Sutherland, Charles Durning, Belinda Bauer",6.6,22,,
2024,Delitti e profumi,1988,Comedy,97,Italy,Vittorio De Sisti,"Jerry Calà, Umberto Smaila, Mara Venier, Eva Grimaldi, Lucrezia Lante Della Rovere",4.3,39,,
2025,The First Deadly Sin,1980,Crime,112,United States,Brian G. Hutton,"Frank Sinatra, Faye Dunaway, David Dukes, George Coe",5.4,9,,
2026,No Place to Hide,1993,Thriller,98,United States,Richard Danus,"Kris Kristofferson, Drew Barrymore, Illana Shoshan, Martin Landau",6,3,,
2027,Howard Beach: Making a Case for Murder,1989,Drama,96,United States,Dick Lowry,"Daniel J. Travanti, Williams Daniels, Joe Morton, Cliff Gorman",6,1,,
2028,Hard Drive,1993,Thriller,92,United States,James Merendino,"Matt McCoy, Stella Stevens, Kristina Fulton, Irina Maleeva",6,1,,
2029,Kid Glove Killer,1942,Crime,74,United States,Fred Zinnemann,"Van Heflin, Lee Bowman, Marsha Hunt, Samuel S. Hinds, Cliff Clark",7.5,4,,
2030,Delitto al ristorante cinese,1981,Comedy,95,Italy,Bruno Corbucci,"Tomas Milian, Bombolo, Enzo Cannavale, Gegia, Valeria D'Obici",5.3,69,,
2032,Le couteau sous la gorge,1987,Thriller,90,France,Claude Mulot,"Florence Guérin, Brigitte Lahaie",6,1,,
2033,Le crime de Monsieur Lange,1935,Comedy,90,France,Jean Renoir,"René Lefèvre, Jules Berry, Sylvia Bataille",7.8,10,,
2035,Life for Ruth,1962,Drama,92,Great Britain,Basil Dearden,"Michael Craig, Patrick McGoohan, Janet Munro, Lynn Taylor",8,1,,
2036,Il delitto di Giovanni Episcopo,1947,Drama,94,Italy,Alberto Lattuada,"Aldo Fabrizi, Roldano Lupi, Yvonne Sanson, Ave Ninchi",7.6,47,,
2037,Green For Danger,1946,Crime,93,Great Britain,Sidney Gilliat,"Alastair Sim, Trevor Howard, Sally Gray, Leo Genn, Judy Campbell",6.5,6,,
2038,Delitto in Formula Uno,1983,Comedy,95,Italy,Bruno Corbucci,"Tomas Milian, Dagmar Lassander, Isabel Russinova, Licinia Lentini, Bombolo, Olimpia Di Nardo",5.1,43,,
2039,Plein soleil,1960,Thriller,120,France,René Clément,"Alain Delon, Marie Laforêt, Romy Schneider, Maurice Ronet, Erno Crisa, Frank Latimore, Billy Kearns, Ave Ninchi",7.7,34,,
2040,The Spiral Staircase,1975,Thriller,89,Great Britain,Peter Collinson,"Jacqueline Bisset, Christopher Plummer, Sam Wanamaker",3.3,3,,
2041,Guilty Conscience,1985,Thriller,120,United States,David Greene,"Anthony Hopkins, Blythe Danner, Swoosie Kurtz",8,1,,
2042,Il delitto Matteotti,1974,Drama,120,Italy,Florestano Vancini,"Mario Adorf, Riccardo Cucciolla, Manuela Kustermann, Franco Nero, Damiano Damiani, Gastone Moschin, Vittorio De Sica, Renzo Montagnani",7.2,69,,
2044,Dial M for Murder,1954,Thriller,105,United States,Alfred Hitchcock,"Ray Milland, Grace Kelly, Robert Cummings, Anthony Dawson",8.3,356,,
2045,Un delitto poco comune,1988,Thriller,94,Italy,Ruggero Deodato,"Michael York, Edwige Fenech, Donald Pleasence, Caterina Boratto",5.1,12,,
2047,Crime of Passion,1957,Crime,86,United States,Gerd Oswald,"Barbara Stanwyck, Sterling Hayden, Raymond Burr, Fay Wray",7,9,,
2048,Evil Under the Sun,1982,Thriller,120,Great Britain,Guy Hamilton,"Peter Ustinov, James Mason, Jane Birkin, Maggie Smith",6.5,72,,
2050,Female on the Beach,1955,Thriller,97,United States,Joseph Pevney,"Joan Crawford, Jeff Chandler, Jan Sterling, Cecil Kellaway, Judith Evelyn",5.8,13,,
2052,The Delta Force,1986,Action,126,United States,Menahem Golan,"Chuck Norris, Lee Marvin, Martin Balsam, Joey Bishop, Shelley Winters",5.5,58,,
2053,Delta Fox,1979,Action,92,United States,"Fred Sebastian, Beverly Sebastian","Priscilla Barnes, Richard Lynch, Stuart Whitman, John Ireland, Richard Jaeckel",6,1,,
2054,Les possédés,1987,Drama,110,France,Andrzej Wajda,"Lambert Wilson, Jerzy Radzwilowicz, Isabelle Huppert",6.9,7,,
2055,My Demon Lover,1987,Comedy,89,United States,Charlie Loventhal,"Scott Valentine, Michelle Little, Robert Trebor, Gina Gallego",4.5,4,,
2056,Full Circle,1977,Thriller,100,"France, Canada",Richard Loncraine,"Mia Farrow, Keir Dullea, Tom Conti, Jill Bennett",7.5,11,,
2057,Les dents longues,1952,Drama,95,France,Daniel Gélin,"Daniel Gélin, Danièle Delorme, Louis Seigner",6,1,,
2058,Five Corners,1987,Thriller,94,United States,Tony Bill,"Jodie Foster, Tim Robbins, Todd Graff, John Turturro, Michael R. Howard",6.1,35,,
2059,Broadcast News,1987,Comedy,129,United States,James L. Brooks,"William Hurt, Holly Hunter, Albert Brooks, Jack Nicholson, Joan Cusack",7.4,35,,
2060,Botany Bay,1952,Drama,94,United States,John Farrow,"Alan Ladd, James Mason, Patricia Medina, Cedric Hardwicke",6.8,5,,
2061,Der Golem,1920,Horror,73,Germany,Paul Wegener,"Paul Wegener, Albert Steinrück, Lyda Salonova, Ernst Deutsch",8,44,,
2062,High Desert Kill,1989,Adventure,93,United States,Harry Falk,"Marc Singer, Anthony Geary, Chuck Connors, Micah Grant",6,1,,
2063,Deserto rosso,1964,Drama,120,Italy,Michelangelo Antonioni,"Monica Vitti, Richard Harris, Carlo Chionetti, Xenia Valderi, Rita Renoir, Aldo Grotti",7,132,,
2064,All I Desire,1953,Mélo,81,United States,Douglas Sirk,"Barbara Stanwyck, Beverly Todd, Cleavon Little, Ernie Barnes, Clifton Davies, John Beradino",6.9,12,,
2065,Desire in the Dust,1961,Drama,90,United States,William F. Claxton,"Raymond Burr, Martha Hyer, Joan Bennett, Ken Scott, Brett Halsey",6,1,,
2066,Désirée,1954,Romantic,110,United States,Henry Koster,"Michael Rennie, Merle Oberon, Jean Simmons, Marlon Brando, Merle Oberon, Michael Rennie",6.1,12,,
2067,The Outlaw Wars,1988,Western,92,United States,E. W. Swackhamer,"Alex McArthur, Richard Farnsworth, Brad Dourif",6.5,2,,
2069,The Happy Road,1957,Comedy,99,"United States, France",Gene Kelly,"Gene Kelly, Barbara Laage, Michael Redgrave, Brigitte Fossey, Bobby Clark",6,2,,
2070,Destinazione Piovarolo,1955,Comedy,90,Italy,Domenico Paolella,"Totò, Tina Pica, Irene Cefaro, Marisa Merlini, Paolo Stoppa",6.2,54,,
2071,Earthbound,1981,Fantasy,94,United States,James L. Conway,"Burl Ives, Christopher Connelly, Meredith MacRae",6,2,,
